
mid Time 1 taken is 1.339979 core
mid Time 1 taken is 0.047653 maxlab
mid Time 1 taken is 0.000017 sigmalbeforetime
mid Time 1 taken is 0.145414 sigma
mid Time 1 taken is 0.000008 inv
mid Time 1 taken is 0.000032 kseed
mid Time 2 taken is 1.087653 core
mid Time 2 taken is 0.045524 maxlab
mid Time 2 taken is 0.000005 sigmalbeforetime
mid Time 2 taken is 0.140387 sigma
mid Time 2 taken is 0.000009 inv
mid Time 2 taken is 0.000032 kseed
mid Time 3 taken is 1.489395 core
mid Time 3 taken is 0.078278 maxlab
mid Time 3 taken is 0.000011 sigmalbeforetime
mid Time 3 taken is 0.089033 sigma
mid Time 3 taken is 0.000005 inv
mid Time 3 taken is 0.000018 kseed
mid Time 4 taken is 0.957325 core
mid Time 4 taken is 0.056014 maxlab
mid Time 4 taken is 0.000007 sigmalbeforetime
mid Time 4 taken is 0.123620 sigma
mid Time 4 taken is 0.000005 inv
mid Time 4 taken is 0.000019 kseed
mid Time 5 taken is 0.916660 core
mid Time 5 taken is 0.036849 maxlab
mid Time 5 taken is 0.000016 sigmalbeforetime
mid Time 5 taken is 0.084752 sigma
mid Time 5 taken is 0.000004 inv
mid Time 5 taken is 0.000015 kseed
mid Time 6 taken is 1.343161 core
mid Time 6 taken is 0.093018 maxlab
mid Time 6 taken is 0.000011 sigmalbeforetime
mid Time 6 taken is 0.087523 sigma
mid Time 6 taken is 0.000005 inv
mid Time 6 taken is 0.000018 kseed
mid Time 7 taken is 1.126107 core
mid Time 7 taken is 0.020723 maxlab
mid Time 7 taken is 0.000006 sigmalbeforetime
mid Time 7 taken is 0.084716 sigma
mid Time 7 taken is 0.000004 inv
mid Time 7 taken is 0.000018 kseed
mid Time 8 taken is 1.071003 core
mid Time 8 taken is 0.020757 maxlab
mid Time 8 taken is 0.000005 sigmalbeforetime
mid Time 8 taken is 0.094875 sigma
mid Time 8 taken is 0.000005 inv
mid Time 8 taken is 0.000018 kseed
mid Time 9 taken is 0.840965 core
mid Time 9 taken is 0.020769 maxlab
mid Time 9 taken is 0.000005 sigmalbeforetime
mid Time 9 taken is 0.084673 sigma
mid Time 9 taken is 0.000005 inv
mid Time 9 taken is 0.000018 kseed
mid Time 10 taken is 0.987584 core
mid Time 10 taken is 0.021010 maxlab
mid Time 10 taken is 0.000006 sigmalbeforetime
mid Time 10 taken is 0.084701 sigma
mid Time 10 taken is 0.000005 inv
mid Time 10 taken is 0.000018 kseed
end Time 1701 11738 taken is 0.000000 threadcount
end Time 1701 11738 taken is 0.039585 core
end Time 1701 11738 taken is 0.000020 count
end Time 765 11759 taken is 0.000000 dxy4
end Time 765 11759 taken is 0.000000 threadcount
end Time 765 11759 taken is 0.037055 core
end Time 765 11759 taken is 0.000026 count
end Time 850 11764 taken is 0.000000 dxy4
end Time 850 11764 taken is 0.000000 threadcount
end Time 850 11764 taken is 0.034846 core
end Time 850 11764 taken is 0.000023 count
end Time 2557 11788 taken is 0.000000 dxy4
end Time 2557 11788 taken is 0.000000 threadcount
end Time 2557 11788 taken is 0.033591 core
end Time 2557 11788 taken is 0.000022 count
end Time 680 11838 taken is 0.000000 dxy4
end Time 680 11838 taken is 0.000000 threadcount
end Time 680 11838 taken is 0.030227 core
end Time 680 11838 taken is 0.000023 count
end Time 77 11847 taken is 0.000000 dxy4
end Time 77 11847 taken is 0.000000 threadcount
end Time 77 11847 taken is 0.035491 core
end Time 77 11847 taken is 0.000021 count
end Time 761 11887 taken is 0.000000 dxy4
end Time 761 11887 taken is 0.000000 threadcount
end Time 761 11887 taken is 0.031594 core
end Time 761 11887 taken is 0.000027 count
end Time 846 11892 taken is 0.000000 dxy4
end Time 846 11892 taken is 0.000000 threadcount
end Time 846 11892 taken is 0.031069 core
end Time 846 11892 taken is 0.000024 count
end Time 1353 12465 taken is 0.000000 dxy4
end Time 1353 12465 taken is 0.000000 threadcount
end Time 1353 12465 taken is 0.034529 core
end Time 1353 12465 taken is 0.000021 count
end Time 1976 12478 taken is 0.000000 dxy4
end Time 1976 12478 taken is 0.000000 threadcount
end Time 1976 12478 taken is 0.033297 core
end Time 1976 12478 taken is 0.000022 count
end Time 802 12509 taken is 0.000000 dxy4
end Time 802 12509 taken is 0.000000 threadcount
end Time 802 12509 taken is 0.039564 core
end Time 802 12509 taken is 0.000020 count
end Time 1701 13057 taken is 0.000000 dxy4
end Time 1701 13057 taken is 0.000000 threadcount
end Time 1701 13057 taken is 0.039672 core
end Time 1701 13057 taken is 0.000019 count
end Time 765 13078 taken is 0.000000 dxy4
end Time 765 13078 taken is 0.000000 threadcount
end Time 765 13078 taken is 0.037579 core
end Time 765 13078 taken is 0.000025 count
end Time 850 13084 taken is 0.000000 dxy4
end Time 850 13084 taken is 0.000000 threadcount
end Time 850 13084 taken is 0.036034 core
end Time 850 13084 taken is 0.000021 count
end Time 2558 13107 taken is 0.000000 dxy4
end Time 2558 13107 taken is 0.000000 threadcount
end Time 2558 13107 taken is 0.034100 core
end Time 2558 13107 taken is 0.000021 count
end Time 680 13157 taken is 0.000000 dxy4
end Time 680 13157 taken is 0.000000 threadcount
end Time 680 13157 taken is 0.029775 core
end Time 680 13157 taken is 0.000025 count
end Time 82 13166 taken is 0.000000 dxy4
end Time 82 13166 taken is 0.000001 threadcount
end Time 82 13166 taken is 0.032906 core
end Time 82 13166 taken is 0.000023 count
end Time 754 13207 taken is 0.000000 dxy4
end Time 754 13207 taken is 0.000000 threadcount
end Time 754 13207 taken is 0.026205 core
end Time 754 13207 taken is 0.000035 count
end Time 840 13212 taken is 0.000000 dxy4
end Time 840 13212 taken is 0.000000 threadcount
end Time 840 13212 taken is 0.026175 core
end Time 840 13212 taken is 0.000023 count
end Time 1354 13784 taken is 0.000000 dxy4
end Time 1354 13784 taken is 0.000000 threadcount
end Time 1354 13784 taken is 0.033773 core
end Time 1354 13784 taken is 0.000023 count
end Time 1977 13797 taken is 0.000000 dxy4
end Time 1977 13797 taken is 0.000000 threadcount
end Time 1977 13797 taken is 0.032460 core
end Time 1977 13797 taken is 0.000023 count
end Time 802 13828 taken is 0.000000 dxy4
end Time 802 13828 taken is 0.000000 threadcount
end Time 802 13828 taken is 0.039027 core
end Time 802 13828 taken is 0.000021 count
end Time 1700 14377 taken is 0.000000 dxy4
end Time 1700 14377 taken is 0.000000 threadcount
end Time 1700 14377 taken is 0.039285 core
end Time 1700 14377 taken is 0.000020 count
end Time 765 14398 taken is 0.000000 dxy4
end Time 765 14398 taken is 0.000000 threadcount
end Time 765 14398 taken is 0.036795 core
end Time 765 14398 taken is 0.000025 count
end Time 850 14403 taken is 0.000000 dxy4
end Time 850 14403 taken is 0.000000 threadcount
end Time 850 14403 taken is 0.035876 core
end Time 850 14403 taken is 0.000024 count
end Time 2556 14427 taken is 0.000000 dxy4
end Time 2556 14427 taken is 0.000000 threadcount
end Time 2556 14427 taken is 0.034810 core
end Time 2556 14427 taken is 0.000024 count
end Time 680 14477 taken is 0.000000 dxy4
end Time 680 14477 taken is 0.000000 threadcount
end Time 680 14477 taken is 0.029925 core
end Time 680 14477 taken is 0.000021 count
end Time 76 14486 taken is 0.000000 dxy4
end Time 76 14486 taken is 0.000000 threadcount
end Time 76 14486 taken is 0.033934 core
end Time 76 14486 taken is 0.000021 count
end Time 759 14526 taken is 0.000000 dxy4
end Time 759 14526 taken is 0.000000 threadcount
end Time 759 14526 taken is 0.026756 core
end Time 759 14526 taken is 0.000027 count
end Time 845 14531 taken is 0.000000 dxy4
end Time 845 14531 taken is 0.000000 threadcount
end Time 845 14531 taken is 0.024742 core
end Time 845 14531 taken is 0.000024 count
end Time 1353 15104 taken is 0.000000 dxy4
end Time 1353 15104 taken is 0.000000 threadcount
end Time 1353 15104 taken is 0.032827 core
end Time 1353 15104 taken is 0.000020 count
end Time 1977 15116 taken is 0.000000 dxy4
end Time 1977 15116 taken is 0.000000 threadcount
end Time 1977 15116 taken is 0.034490 core
end Time 1977 15116 taken is 0.000073 count
end Time 802 15148 taken is 0.000000 dxy4
end Time 802 15148 taken is 0.000000 threadcount
end Time 802 15148 taken is 0.038703 core
end Time 802 15148 taken is 0.000023 count
